split,label_text,new_file_path,binary_label,shape
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1129.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1165.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2409.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1049.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2363.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1724.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3155.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1188.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1191.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1473.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3038.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2558.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1611.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1888.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2415.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1338.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2984.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1804.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1373.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2295.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1899.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1167.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2854.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1813.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1490.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1861.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1363.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2785.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1205.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2972.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1217.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1060.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1750.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1942.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1832.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1233.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2758.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1154.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1905.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2792.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1126.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2118.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2535.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2760.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1705.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2159.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2090.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2634.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1881.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3049.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2994.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1460.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3143.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1038.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1187.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2855.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2428.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3292.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1089.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1243.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1439.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1235.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3164.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2981.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1348.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2036.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1452.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2055.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1272.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2270.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1004.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1150.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2623.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2129.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1013.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2970.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1371.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1022.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1167.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3213.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2396.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1925.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2019.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1352.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1809.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2659.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2275.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2517.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2787.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2812.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2485.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3216.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1198.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2137.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1172.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1694.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1838.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2908.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2629.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2985.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1982.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2147.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1228.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2533.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2651.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1041.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1600.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1846.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2413.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3029.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2888.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1910.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1199.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1358.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2366.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1301.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2750.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1576.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1797.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1132.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3088.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1106.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1155.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2737.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1200.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1143.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1734.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3282.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2138.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1325.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1987.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1274.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3225.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1136.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1316.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2631.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2230.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1531.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2584.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1324.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1130.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1017.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2971.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2999.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2852.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3253.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1707.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1521.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1072.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1125.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3240.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3159.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1098.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1050.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2829.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2442.jpg,1,512x1000
